"	amplitude_id","	user_id","	city","	country","	device","	device_type","	dma","	gt:acc_id","	ip_address","	language","	library","	os","	platform","	region","	gp:fbclid","	gp:gclid","	gp:initial_fbclid","	gp:initial_gclid","	gp:initial_referrer","	gp:initial_referring_domain","	gp:initial_utm_campaign","	gp:initial_utm_content","	gp:initial_utm_medium","	gp:initial_utm_source","	gp:initial_utm_term","	gp:referrer","	gp:referring_domain","	gp:user_accounts_created","	gp:user_cookie_campaign","	gp:user_cookie_content","	gp:user_cookie_fbclid","	gp:user_cookie_gclid","	gp:user_cookie_http_referrer","	gp:user_cookie_keyword","	gp:user_cookie_lp_full","	gp:user_cookie_lpcleaned","	gp:user_cookie_medium","	gp:user_cookie_source","	gp:user_invited","	gp:user_latest_nps","	gp:user_mrr","	gp:user_obsurvey_business_type","	gp:user_obsurvey_current_tool","	gp:user_obsurvey_main_activity","	gp:user_obsurvey_start_when","	gp:user_obsurvey_used_before","	gp:user_signup_howwemet","	gp:user_total_accounts","	gp:user_total_logins","	gp:user_users_invited","	gp:utm_campaign","	gp:utm_content","	gp:utm_medium","	gp:utm_source","	gp:utm_term"
"	216388705066","	5fd72eef9726d7459b60c435","	Madrid","	Spain","	Windows","	Windows","	","	","	2.136.212.119","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	","	CjwKCAjwj8eJBhA5EiwAg3z0mzcdjManqQ1JyRINWmiED66EcutreR3KZOVuq1PL2OCL1rkpB090ahoCNeQQAvD_BwE","	","	Cj0KCQjwpf2IBhDkARIsAGVo0D34YjaS0QH3VWYE25htPRUsBO6mVGuS3PiSlDq1whb33LfpK4X9MbgaArLWEALw_wcB","	https://www.google.com/","	www.google.com","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded","	https://www.google.com/","	www.google.com","	","	","	","	","	","	","	","	","	","	","	","	","	5","	49","	","	","	","	","	","	","	1","	64","	","	brand_10388931271","	104378540118_444763332398","	cpc","	google","	holded"
"	219688270635","	5d13c34e6a972857a24b5bd3","	Inca","	Spain","	Windows","	Windows","	","	","	95.17.232.234","	Spanish","	amplitude-js/8.1.0","	Edge 92","	Web","	Balearic Islands","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	10","	0","	","	","	","	","	","	","	1","	19","	","	","	","	","	","	"
"	204743449387","	5ff2c0947301db0ac07c86b3","	Alcobendas","	Spain","	Windows","	Windows","	","	","	80.103.28.29","	Spanish","	amplitude-js/8.1.0","	Edge 92","	Web","	Madrid","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	5e0adc1a6a97285b2b3aeec8","	5e0adbd26a97283c4e1b5eea","	","	","	","	","	https://app.holded.com/signup?lang=es&email=eduardo.moreda@celucom.es&utm_source=team_invite&utm_medium=referral&utm_campaign=5e0adc1a6a97285b2b3aeec8&utm_content=5e0adbd26a97283c4e1b5eea","	https://app.holded.com/signup","	referral","	team_invite","	true","	","	178.0","	","	","	","	","	","	","	1","	73","	","	","	","	","	","	"
"	286575024941","	6112612dc9944f718f69a6fc","	Algeciras","	Spain","	Windows","	Windows","	","	[""6112614f743eb078e55f67de""]","	213.194.180.242","	Spanish","	amplitude-js/8.1.0","	Edge 92","	Web","	Cadiz","	","	","	","	","	https://www.bing.com/","	www.bing.com","	generic_384746732","	1142393287175221_71399677132225","	cpc","	bing","	facturae","	https://www.bing.com/","	www.bing.com","	1","	generic_384746732","	1142393287175221_71399677132225","	","	","	https://www.bing.com/","	facturae","	https://www.holded.com/es/programa-facturacion?h1=Crea+y+env%C3%ADa+tus+facturas+en+formato+facturae+f%C3%A1cilmente&utm_source=bing&utm_medium=cpc&utm_campaign=generic_384746732&utm_content=1142393287175221_71399677132225&utm_term=facturae&hld_device=c&hld_network=o&hld_matchtype=e&hsa_acc=7276020979&hsa_ad=&hsa_mt=e&hsa_kw=facturae&hsa_ver=3&hsa_src=o&hsa_cam=384746732&hsa_grp=1142393287175221&hsa_net=adwords&hsa_tgt=kwd-71400111034480:loc-133574&msclkid=f2967dec68c612c96e681cfe0824690d","	https://www.holded.com/es/programa-facturacion","	cpc","	bing","	false","	","	0","	both","	desktopsoftware","	invoicing","	now","	never","	Referral","	1","	1","	","	generic_384746732","	1142393287175221_71399677132225","	cpc","	bing","	facturae"
"	253147691822","	607ec6f9210a0d1e1a1144e5","	Atogo","	Spain","	Windows","	Windows","	","	","	83.55.205.60","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Santa Cruz de Tenerife","	","	","	","	","	https://app.holded.com/sales/orders","	app.holded.com","	","	","	","	","	","	https://app.holded.com/sales/orders","	app.holded.com","	1","	","	","	","	","	","	","	https://www.holded.com/es/programa-facturacion","	https://www.holded.com/es/programa-facturacion","	referal","	emprendedores.es","	false","	","	0","	retails","	spreadsheet","	invoicing","	now","	never","	Search engine","	1","	42","	","	","	","	","	","	"
"	140110076729","	5e5659b16a97285e2a40811b","	Dublin","	Ireland","	Windows","	Windows","	","	","	54.229.162.133","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Leinster","	","	CjwKCAjw3riIBhAwEiwAzD3Tif_x4Cz7H0FeNygFh8JJRIw0tH-nVWfMZrt3Rmov7Ld42RuqsN-h_BoCEoIQAvD_BwE","	","	CjwKCAjw3riIBhAwEiwAzD3Tif_x4Cz7H0FeNygFh8JJRIw0tH-nVWfMZrt3Rmov7Ld42RuqsN-h_BoCEoIQAvD_BwE","	https://www.google.com/","	www.google.com","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded","	https://app.holded.com/treasury/5e57adca6a972850d3140c01","	app.holded.com","	1","	","	","	","	","	","	","	","	","	","	","	","	10","	22","	","	","	","	","	","	","	5","	71","	","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded"
"	284812385083","	5e1c9a886a9728417d1c7d08","	Las Rozas de Madrid","	Spain","	Windows","	Windows","	","	","	79.159.206.241","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	","	","	","	","	https://app.holded.com/boards?origin=holded&login_success_source=web","	app.holded.com","	","	","	","	","	","	https://app.holded.com/boards?origin=holded&login_success_source=web","	app.holded.com","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	3","	","	","	","	","	","	"
"	288514669372","	611a3b349e11ac49f57d07a0","	Gijón","	Spain","	Android","	Android","	","	[""611a3df9c9b0c57aa0423a19""]","	79.154.139.177","	Spanish","	amplitude-js/8.1.0","	Chrome Mobile 92","	Web","	Asturias","	","	CjwKCAjwmeiIBhA6EiwA-uaeFWBrGikEk6Qpf9uikSCmDnUKAmSCc9DYLvNif4d-F8vQOP9IOdQ2ZBoCD7wQAvD_BwE","	","	CjwKCAjwmeiIBhA6EiwA-uaeFWBrGikEk6Qpf9uikSCmDnUKAmSCc9DYLvNif4d-F8vQOP9IOdQ2ZBoCD7wQAvD_BwE","	https://youtube.com/","	youtube.com","	youtube_acq_13526002054","	122235473223_538279053529","	cpc","	google","	","	https://youtube.com/","	youtube.com","	1","	youtube_acq_13526002054","	122235473223_538279053529","	","	CjwKCAjwmeiIBhA6EiwA-uaeFWBrGikEk6Qpf9uikSCmDnUKAmSCc9DYLvNif4d-F8vQOP9IOdQ2ZBoCD7wQAvD_BwE","	https://youtube.com/","	","	https://app.holded.com/signup?lang=es&utm_source=google&utm_medium=cpc&utm_campaign=youtube_acq_13526002054&utm_content=122235473223_538279053529&utm_term=&hld_device=m&hld_network=ytv&hld_matchtype=&hld_placement=youtube.com&hsa_acc=6249003211&hsa_ad=538279053529&hsa_mt=&hsa_kw=&hsa_ver=3&hsa_src=ytv&hsa_cam=13526002054&hsa_grp=122235473223&hsa_net=adwords&hsa_tgt=&gclid=CjwKCAjwmeiIBhA6EiwA-uaeFWBrGikEk6Qpf9uikSCmDnUKAmSCc9DYLvNif4d-F8vQOP9IOdQ2ZBoCD7wQAvD_BwE","	https://app.holded.com/signup","	cpc","	google","	false","	","	0","	","	","	","	","	","	Social","	0","	1","	","	youtube_acq_13526002054","	122235473223_538279053529","	cpc","	google","	"
"	224487922495","	5a90971a2e1d9353e163ab96","	Barcelona","	Spain","	Mac","	Mac","	","	","	212.81.160.182","	Spanish","	amplitude-js/8.1.0","	Safari 14","	Web","	Barcelona","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	9","	","	","	","	","	","	"
"	278416948033","	60ed56c08a6b6157af59391d","	El Vendrell","	Spain","	Windows","	Windows","	","	","	67.218.254.118","	Spanish","	amplitude-js/8.1.0","	Firefox 91","	Web","	Tarragona","	","	","	","	","	","	","	","	","	","	","	","	","	","	1","	brand_10388931271","	104378540118_528482043805","	","	CjwKCAjw87SHBhBiEiwAukSeUYmMiDmPqcpAFMa7lfOxJkLlMsvqJXnWehLPnQiC0BIpi8JaYZGhlhoC9YIQAvD_BwE","	https://www.google.com/","	holded","	https://www.holded.com/es?utm_source=google&utm_medium=cpc&utm_campaign=brand_10388931271&utm_content=104378540118_528482043805&utm_term=holded&hld_device=c&hld_network=g&hld_matchtype=e&hsa_acc=7276020979&hsa_ad=528482043805&hsa_mt=e&hsa_kw=holded&hsa_ver=3&hsa_src=g&hsa_cam=10388931271&hsa_grp=104378540118&hsa_net=adwords&hsa_tgt=aud-962155481477:kwd-314272695052&gclid=CjwKCAjw87SHBhBiEiwAukSeUYmMiDmPqcpAFMa7lfOxJkLlMsvqJXnWehLPnQiC0BIpi8JaYZGhlhoC9YIQAvD_BwE","	https://www.holded.com/es","	cpc","	google","	false","	","	0","	services","	cloudsoftware","	accounting","	browsing","	never","	Word of mouth","	1","	16","	","	","	","	","	","	"
"	290861996866","	6124037bd5f60f67ef6447ab","	Villarrubia de los Ojos","	Spain","	","	","	","	[""612407e305d3e4072d26e43d""]","	5.154.79.12","	Spanish","	http/2.0","	","	web","	Ciudad Real","	","	EAIaIQobChMIq4SXw_vH8gIVCbLVCh0mNQy8EAAYASAAEgIlfvD_BwE","	","	EAIaIQobChMIq4SXw_vH8gIVCbLVCh0mNQy8EAAYASAAEgIlfvD_BwE","	https://www.google.com","	www.google.com","	generic_9761431352","	100307280206_467763370445","	cpc","	google","	+generar +facturas","	https://app.holded.com/contacts","	app.holded.com","	3","	generic_9761431352","	100307280206_467763370445","	","	EAIaIQobChMIq4SXw_vH8gIVCbLVCh0mNQy8EAAYASAAEgIlfvD_BwE","	https://www.google.com/","	+generar +facturas","	https://www.holded.com/es/programa-facturacion?h1=Programa+para+generar+facturas+f%C3%A1cil+y+r%C3%A1pido&utm_source=google&utm_medium=cpc&utm_campaign=generic_9761431352&utm_content=100307280206_467763370445&utm_term=%2Bgenerar%20%2Bfacturas&hld_device=c&hld_network=g&hld_matchtype=b&hsa_acc=7276020979&hsa_ad=467763370445&hsa_mt=b&hsa_kw=%2Bgenerar%20%2Bfacturas&hsa_ver=3&hsa_src=g&hsa_cam=9761431352&hsa_grp=100307280206&hsa_net=adwords&hsa_tgt=kwd-336133139882&gclid=EAIaIQobChMIq4SXw_vH8gIVCbLVCh0mNQy8EAAYASAAEgIlfvD_BwE","	https://www.holded.com/es/programa-facturacion","	cpc","	google","	false","	","	0","	retails","	nothing","	invoicing","	now","	never","	Search engine","	3","	1","	","	generic_9761431352","	100307280206_467763370445","	cpc","	google","	+generar +facturas"
"	276172217156","	60e2e9f88f564214a574e935","	Madrid","	Spain","	Windows","	Windows","	","	","	80.39.232.254","	Spanish","	amplitude-js/8.1.0","	Chrome 93","	Web","	Madrid","	","	","	","	","	","	","	","	","	","	","	","	","	","	1","	generic_9761431352","	99228401269_528482043793","	","	Cj0KCQjw24qHBhCnARIsAPbdtlJ9KBIq2NLvNpIglRqU-Y0XK7UQ_W3aRYUzb1bCnuwrE0sffugXx9UaArJcEALw_wcB","	https://www.google.com/","	programa facturación","	https://www.holded.com/es/programa-facturacion?h1=El+mejor+programa+de+facturaci%C3%B3n+online+del+mercado&utm_source=google&utm_medium=cpc&utm_campaign=generic_9761431352&utm_content=99228401269_528482043793&utm_term=programa%20facturaci%C3%B3n&hld_device=c&hld_network=g&hld_matchtype=p&hsa_acc=7276020979&hsa_ad=528482043793&hsa_mt=p&hsa_kw=programa%20facturaci%C3%B3n&hsa_ver=3&hsa_src=g&hsa_cam=9761431352&hsa_grp=99228401269&hsa_net=adwords&hsa_tgt=kwd-126407141&gclid=Cj0KCQjw24qHBhCnARIsAPbdtlJ9KBIq2NLvNpIglRqU-Y0XK7UQ_W3aRYUzb1bCnuwrE0sffugXx9UaArJcEALw_wcB","	https://www.holded.com/es/programa-facturacion","	cpc","	google","	false","	","	0.0","	both","	penpaper","	crm","	now","	never","	Search engine","	1","	10","	1","	","	","	","	","	"
"	215096580932","	5ef6071e6a972821ae370f49","	Madrid","	Spain","	Mac","	Mac","	","	","	46.222.217.201","	English","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	199.0","	","	","	","	","	","	","	1","	47","	7","	","	","	","	","	"
"	247885708104","	606875e2d4855c7123312d25","	Barcelona","	Spain","	Windows","	Windows","	","	","	88.10.140.31","	Spanish","	amplitude-js/8.1.0","	Chrome 93","	Web","	Barcelona","	","	","	","	","	https://www.google.es/","	www.google.es","	","	","	","	","	","	https://app.holded.com/login?logout=1","	app.holded.com","	1","	6035e4e36f825a52b7690fa5","	referral_program","	","	","	","	","	https://app.holded.com/signup?lang=es&r=6035e4e36f825a52b7690fa5&email=heikki@asesor.cat&utm_content=referral_program&utm_medium=referral&utm_campaign=6035e4e36f825a52b7690fa5","	https://app.holded.com/signup","	referral","	","	false","	","	0","	both","	cloudsoftware","	accounting","	comingmonths","	manytimes","	Social","	1","	29","	2","	","	","	","	","	"
"	195531119432","	5d92189c6a9728149d7d29b2","	Seville","	Spain","	Windows","	Windows","	","	","	212.169.200.20","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Seville","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	10","	0","	","	","	","	","	","	","	1","	20","	","	","	","	","	","	"
"	133319514958","	5b0f93712e1d934ad54cdf53","	Madrid","	Spain","	Windows","	Windows","	","	","	95.127.162.246","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	9","	43","	","	","	","	","	","	","	1","	110","	","	","	","	","	","	"
"	294156868432","	61313ba7760fa6251f5f193c","	Cornellà de Llobregat","	Spain","	Mac","	Mac","	","	","	88.1.216.221","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Barcelona","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	generic_9761431352","	100490189016_462358215006","	","	CjwKCAjwmK6IBhBqEiwAocMc8oNu72eaikfbtxeLXGB1oTd0bOU6B_-u5qaM_4kglAEmDDdRH0HtRhoCiIEQAvD_BwE","	https://www.google.com/","	facturas autonomos","	https://www.holded.com/es/programa-facturacion?h1=Crea+y+env%C3%ADa+tus+facturas+de+autonomos+f%C3%A1cil+y+r%C3%A1pida&utm_source=google&utm_medium=cpc&utm_campaign=generic_9761431352&utm_content=100490189016_462358215006&utm_term=facturas%20autonomos&hld_device=c&hld_network=g&hld_matchtype=p&hsa_acc=7276020979&hsa_ad=462358215006&hsa_mt=p&hsa_kw=facturas%20autonomos&hsa_ver=3&hsa_src=g&hsa_cam=9761431352&hsa_grp=100490189016&hsa_net=adwords&hsa_tgt=kwd-1710310642&gclid=CjwKCAjwmK6IBhBqEiwAocMc8oNu72eaikfbtxeLXGB1oTd0bOU6B_-u5qaM_4kglAEmDDdRH0HtRhoCiIEQAvD_BwE","	https://www.holded.com/es/programa-facturacion","	cpc","	google","	false","	","	","	","	","	","	","	","	","	","	1","	","	","	","	","	","	"
"	136565799766","	5e3ef7406a97281930495b4e","	Granollers","	Spain","	Windows","	Windows","	","	","	90.166.229.114","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Barcelona","	","	","	","	","	https://app.holded.com/boards","	app.holded.com","	","	","	","	","	","	https://app.holded.com/login?logout=1","	app.holded.com","	","	","	","	","	","	","	","	","	","	","	","	","	","	107.0","	","	","	","	","	","	","	4","	63","	2","	","	","	","	","	"
"	214530300761","	5d5b92b66a97285977735c92","	Abrera","	Spain","	Windows","	Windows","	","	","	89.128.51.61","	Spanish","	amplitude-js/8.1.0","	Chrome 93","	Web","	Barcelona","	","	","	","	","	https://app.holded.com/login","	app.holded.com","	","	","	","	","	","	https://app.holded.com/login","	app.holded.com","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	141","	","	","	","	","	","	"
"	275342957402","	60ded9f5bc5db3350422ed0d","	Santurtzi","	Spain","	Windows","	Windows","	","	","	83.213.78.42","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Biscay","	","	","	","	","	","	","	","	","	","	","	","	","	","	2","	dsa_1330918973","	61706694686_514460333497","	","	Cj0KCQjw2NyFBhDoARIsAMtHtZ5a-D36tUMFylXwTOJEIv4lxShxa14VhkG0CRZpQIdeFTtyk7gygFkaAmXNEALw_wcB","	https://www.google.com/","	","	https://www.holded.com/es/guias/contabilidad/recargo-de-equivalencia?utm_adgroupid=61706694686&utm_keyword=&campaignid=1330918973&adgroupid=61706694686&adid=514460333497&hld_device=c&hld_network=g&hld_matchtype=b&utm_source=google&utm_medium=cpc&utm_campaign=dsa_1330918973&utm_term=&utm_content=61706694686_514460333497&hsa_src=g&hsa_kw=&hsa_mt=b&hsa_acc=7276020979&hsa_grp=61706694686&hsa_ad=514460333497&hsa_cam=1330918973&hsa_tgt=dsa-911620177418&hsa_net=adwords&hsa_ver=3&gclid=Cj0KCQjw2NyFBhDoARIsAMtHtZ5a-D36tUMFylXwTOJEIv4lxShxa14VhkG0CRZpQIdeFTtyk7gygFkaAmXNEALw_wcB","	https://www.holded.com/es/guias/contabilidad/recargo-de-equivalencia","	cpc","	google","	false","	10","	0","	services","	spreadsheet","	invoicing","	browsing","	never","	Word of mouth","	2","	10","	","	","	","	","	","	"
"	268785662812","	60c0e83b5c93543fc360b3f5","	Dubendorf","	Switzerland","	Mac","	Mac","	","	","	84.226.117.146","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Zurich","	","	Cj0KCQjw6s2IBhCnARIsAP8RfAjpGgZa_-WcFJbQc_t-xs0ON27klUPEpSjXT3CQlxNwlaOAM9pafOsaAssLEALw_wcB","	","	Cj0KCQjw6s2IBhCnARIsAP8RfAjpGgZa_-WcFJbQc_t-xs0ON27klUPEpSjXT3CQlxNwlaOAM9pafOsaAssLEALw_wcB","	https://www.google.com/","	www.google.com","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded","	https://www.holded.com/","	www.holded.com","	1","	brand_10388931271","	104378540118_444673368885","	","	EAIaIQobChMIu7a41eTa7wIVQ7rVCh1CnwO8EAAYASAAEgKEBfD_BwE","	https://www.google.com/","	holded","	https://www.holded.com/es?utm_source=google&utm_medium=cpc&utm_campaign=brand_10388931271&utm_content=104378540118_444673368885&utm_term=holded&hld_device=c&hld_network=g&hld_matchtype=e&hsa_acc=7276020979&hsa_ad=444673368885&hsa_mt=e&hsa_kw=holded&hsa_ver=3&hsa_src=g&hsa_cam=10388931271&hsa_grp=104378540118&hsa_net=adwords&hsa_tgt=kwd-314272695052&gclid=EAIaIQobChMIu7a41eTa7wIVQ7rVCh1CnwO8EAAYASAAEgKEBfD_BwE","	https://www.holded.com/es","	cpc","	google","	false","	10","	29","	services","	nothing","	invoicing","	now","	never","	Social","	1","	6","	1","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded"
"	281293421406","	60fb19dc74f5e61217486683","	Madrid","	Spain","	Windows","	Windows","	","	","	90.164.104.52","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	","	CjwKCAjwjdOIBhA_EiwAHz8xm-EYTjI58caEBdtvouKSBg6MUJoL0391JGIB7wVMWJl10sL6MJetxBoCUYYQAvD_BwE","	","	CjwKCAjwjdOIBhA_EiwAHz8xm-EYTjI58caEBdtvouKSBg6MUJoL0391JGIB7wVMWJl10sL6MJetxBoCUYYQAvD_BwE","	https://www.google.com/","	www.google.com","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded","	https://www.google.com/","	www.google.com","	1","	","	","	","	","	null","	","	https://www.holded.com/es","	https://www.holded.com/es","	referal","	","	false","	9","	0","	both","	desktopsoftware","	invoicing","	now","	fewtimes","	Word of mouth","	1","	7","	","	brand_10388931271","	104378540118_528482043805","	cpc","	google","	holded"
"	291705674592","	612764d494a9f9307d665032","	Madrid","	Spain","	Windows","	Windows","	","	[""612764e182b21159e8022473""]","	195.235.251.27","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	","	","	","	","	https://www.google.es/","	www.google.es","	","	","	","	","	","	https://www.google.es/","	www.google.es","	1","	","	","	","	","	https://www.google.es/","	","	https://www.holded.com/es/guias/facturacion/factura-proforma","	https://www.holded.com/es/guias/facturacion/factura-proforma","	referal","	google.es","	false","	","	0","	services","	nothing","	invoicing","	now","	never","	Search engine","	1","	1","	","	","	","	","	","	"
"	223694855010","	5e40613e6a9728798b5a39d4","	Madrid","	Spain","	Mac","	Mac","	","	","	31.13.188.132","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Madrid","	","	","	","	","	https://www.google.com/","	www.google.com","	","	","	","	","	","	https://www.google.com/","	www.google.com","	","	","	","	","	","	","	","	","	","	","	","	","	","	0.0","	","	","	","	","	","	","	1","	6","	","	","	","	","	","	"
"	287397084003","	6115662b6595b9577379fe7e","	","	Spain","	Apple iPhone","	Apple iPhone","	","	[""61156692a25acc5baa7eeabf""]","	31.221.154.19","	Spanish","	http/2.0","	Mobile Safari 14","	Web","	","	","	CjwKCAjwjdOIBhA_EiwAHz8xmwCL60gOVM8gOd0oGdpPCQrV2rc62bYeWj-MskKY2KZjM_xJQFRH1BoCxX4QAvD_BwE","	","	CjwKCAjwjdOIBhA_EiwAHz8xmwCL60gOVM8gOd0oGdpPCQrV2rc62bYeWj-MskKY2KZjM_xJQFRH1BoCxX4QAvD_BwE","	https://www.google.es","	www.google.es","	welcome_1","	61706694846_525565262824","	email","	mailgun","	","	https://www.google.es","	www.google.es","	1","	dsa_sitelink_1330918973","	61706694846_525565262824","	","	CjwKCAjwjdOIBhA_EiwAHz8xmwCL60gOVM8gOd0oGdpPCQrV2rc62bYeWj-MskKY2KZjM_xJQFRH1BoCxX4QAvD_BwE","	https://www.google.es/","	","	https://app.holded.com/signup?lang=es&utm_source=google&utm_medium=cpc&utm_campaign=dsa_sitelink_1330918973&utm_content=61706694846_525565262824&utm_term=&hld_device=m&hld_network=g&hld_matchtype=b&hsa_acc=7276020979&hsa_ad=525565262824&hsa_mt=b&hsa_kw=&hsa_ver=3&hsa_src=g&hsa_cam=1330918973&hsa_grp=61706694846&hsa_net=adwords&hsa_tgt=dsa-581135182015&gclid=CjwKCAjwjdOIBhA_EiwAHz8xmwCL60gOVM8gOd0oGdpPCQrV2rc62bYeWj-MskKY2KZjM_xJQFRH1BoCxX4QAvD_BwE","	https://app.holded.com/signup","	cpc","	google","	false","	","	0","	services","	desktopsoftware","	team","	comingmonths","	never","	Search engine","	0","	1","	","	welcome_1","	61706694846_525565262824","	email","	mailgun","	"
"	288203455339","	6118d6a7db28167c7b0312d1","	Mahon","	Spain","	Windows","	Windows","	","	","	79.152.95.230","	Spanish","	amplitude-js/8.1.0","	Chrome 92","	Web","	Balearic Islands","	","	Cj0KCQjwsZKJBhC0ARIsAJ96n3UjNPAiIypYox0R4TOU94G1hZAtLCwO45DbQpWETcQ8Xch24VjPgWQaAiTWEALw_wcB","	","	CjwKCAjw9uKIBhA8EiwAYPUS3AIeBPCryi5FK_t0r81kGhwzzDYKdhQBFMT5zdhm_JN3sNTXj6dDhxoCiPsQAvD_BwE","	https://www.google.com/","	www.google.com","	generic_9761431352","	99228401669_464474573270","	cpc","	google","	facturación online","	https://googleads.g.doubleclick.net/","	googleads.g.doubleclick.net","	","	generic_9761431352","	99228401669_464474573270","	","	CjwKCAjw9uKIBhA8EiwAYPUS3AIeBPCryi5FK_t0r81kGhwzzDYKdhQBFMT5zdhm_JN3sNTXj6dDhxoCiPsQAvD_BwE","	https://www.google.com/","	facturación online","	https://www.holded.com/es/programa-facturacion?h1=El+mejor+programa+de+facturaci%C3%B3n+online+para+tu+empresa&utm_source=google&utm_medium=cpc&utm_campaign=generic_9761431352&utm_content=99228401669_464474573270&utm_term=facturaci%C3%B3n%20online&hld_device=c&hld_network=s&hld_matchtype=p&hsa_acc=7276020979&hsa_ad=464474573270&hsa_mt=p&hsa_kw=facturaci%C3%B3n%20online&hsa_ver=3&hsa_src=s&hsa_cam=9761431352&hsa_grp=99228401669&hsa_net=adwords&hsa_tgt=aud-906499727903:kwd-3225111422&gclid=CjwKCAjw9uKIBhA8EiwAYPUS3AIeBPCryi5FK_t0r81kGhwzzDYKdhQBFMT5zdhm_JN3sNTXj6dDhxoCiPsQAvD_BwE","	https://www.holded.com/es/programa-facturacion","	cpc","	google","	false","	","	","	","	","	","	","	","	","	","	1","	","	display_rem_1714079011","	69757596871_538108484080","	cpc","	google","	facturación online"
"	223063251821","	6007f80709d96772e761024a","	Benicassim","	Spain","	","	","	","	","	81.38.244.182","	Spanish","	http/2.0","	","	web","	Castellon","	","	","	","	","	","	","	","	","	","	","	","	","	","	1","	","	","	","	","	","	","	https://app.holded.com/","	https://app.holded.com/","	referal","	","	false","	","	0.0","	retails","	cloudsoftware","	invoicing","	now","	never","	Word of mouth","	0","	2","	","	","	","	","	","	"
"	294063569775","	5cc16e446a9728234c30f623","	Terrassa","	Spain","	Linux","	Linux","	","	","	88.2.19.111","	Spanish","	amplitude-js/8.1.0","	Chrome 93","	Web","	Barcelona","	","	Cj0KCQjw7MGJBhD-ARIsAMZ0eetL_uVnqcG8W51uXH-Q1G3nH-5vJlhR8Rto5vzCmUrxDHp6MKIvq2MaApBrEALw_wcB","	","	Cj0KCQjw7MGJBhD-ARIsAMZ0eetL_uVnqcG8W51uXH-Q1G3nH-5vJlhR8Rto5vzCmUrxDHp6MKIvq2MaApBrEALw_wcB","	https://www.google.com/","	www.google.com","	competitor_10041700293","	101025215197_470149862337","	cpc","	google","	odoo","	https://www.google.com/","	www.google.com","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	1","	","	competitor_10041700293","	101025215197_470149862337","	cpc","	google","	odoo"
"	175237847920","	5f204ecd62d0392b827682cd","	Sabadell","	Spain","	Windows","	Windows","	","	","	139.47.34.204","	English","	amplitude-js/8.1.0","	Chrome 92","	Web","	Barcelona","	","	","	","	","	https://app.holded.com/employees/absences","	app.holded.com","	","	","	","	","	","	https://app.holded.com/employees/absences","	app.holded.com","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	41","	","	","	","	","	","	"
"	257349901168","	60911d86cc871405b62a5483","	Montgat","	Spain","	","	","	","	","	85.51.226.80","	Catalan","	http/2.0","	","	web","	Barcelona","	","	","	","	","	","	","	","	","	","	","	","	","	","	","	5c176869a2656410fc782b3c","	5c17684da265640d74003ec1","	","	","	","	","	https://app.holded.com/signup?lang=es&email=cmarquez@dares.tech&utm_source=team_invite&utm_medium=referral&utm_campaign=5c176869a2656410fc782b3c&utm_content=5c17684da265640d74003ec1","	https://app.holded.com/signup","	referral","	team_invite","	true","	","	","	","	","	","	","	","	","	","	13","	","	","	","	","	","	"
